JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2452321.389,12.3,,,Vis.,LTO,,11.5,,S/B/1939,,,,T,,,,T UMI,,STD,,,,
2452321.5132,12.80,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5139,12.80,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5146,12.80,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5153,12.80,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5160,12.80,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5174,12.78,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5181,12.83,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5188,12.78,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5194,12.76,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5208,12.78,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5215,12.78,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5222,12.75,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5229,12.78,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5236,12.78,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5250,12.77,,,V,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452321.5382,13.3,,,Vis.,HHU,,12.9-13.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452334.3,13.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452335.4,13.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452336.361,<11.5,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452336.3736,12.6,,,Vis.,EPE,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2452339.3,13.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452341.3069,13.9,,,Vis.,HHU,,13.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452341.4,13.5,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452347.4,13.4,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452355.5,13.0,,,Vis.,CJE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452355.5,13.3,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452356.3569,13.8,,,Vis.,HHU,,13.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452356.5,13.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452366.359,<11.5,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452366.407,12.9,,,Vis.,DPV,,12.7,13.1,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452367.4,13.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452367.488,13.2,,,Vis.,DPV,,13.1,13.4,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452368.4,13.1,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452370.3597,12.7,,,Vis.,DPA,,12.6  12.9,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452371.3438,13.2,,,Vis.,HHU,,12.9-13.6,,PE0383,,,,V,,,,T UMI,,STD,,,,
2452371.5000,12.8,,,Vis.,POX,,126,129,PE83,,,,V,,,,T UMI,,STD,,,,
2452372.3,13.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452372.4,12.8,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452374.6174,13.1,,,Vis.,MKE,,126,129,SD1943,,,,V,,,,T UMI,,STD,,,,
2452378.4,12.4,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452384.4,12.3,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452384.8,12.0,,,Vis.,SRB,,126,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452385.7,12.5,,,Vis.,MLI,,121,126,SD1943,,,,V,,,,T UMI,,STD,,,,
2452386.359,<11.5,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452386.4,12.0,,,Vis.,CJE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452389.7,13.6,,,Vis.,KRS,,,,,,,,T,,,,T UMI,,STD,,,,
2452394.3666,11.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452394.4,12.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452397.3826,11.7,,,Vis.,DPA,,10.9  11.5,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452397.547,11.1,,,Vis.,DPV,,11.08,,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452398.7,13.2,,,Vis.,KRS,,,,,,,,T,,,,T UMI,,STD,,,,
2452398.8604,11.8,,,Vis.,MKE,,116,121,PE03/83,,,,V,,,,T UMI,,STD,,,,
2452400.362,11.1,,,Vis.,DPV,,10.88,11.21,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452402.331,10.8,,,Vis.,DPV,,10.69,11.21,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452402.4,11.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452402.5,9.6,,,Vis.,SJQ,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452403.3930,11.4,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452403.5,9.7,,,Vis.,SJQ,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452404.330,11.0,,,Vis.,DPV,,10.88,11.21,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452406.4,11.2,,,Vis.,VFK,,104,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452406.514,10.8,,,Vis.,DPV,,10.49,10.88,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452407.6,11.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452408.386,<11.5,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452408.4,11.2,,,Vis.,VFK,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452409.6319,11.4,,,Vis.,MKE,,115N,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452410.3993,11.3,,,Vis.,MZS,,,,,515022135,,,V,,,,T UMI,MCSE,STD,,,,
2452411.399,10.6,,,Vis.,DPV,,10.49,10.69,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452411.4,10.8,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452411.4,11.1,,,Vis.,VFK,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452411.4236,11.2,,,Vis.,HHU,,10.9-11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452411.5,9.5,,,Vis.,SJQ,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452412.5,11.0,,,Vis.,HCS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452413.375,10.4,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452413.5,10.6,,,Vis.,KVS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452413.5049,10.8,,,Vis.,DPA,,10.4  10.7,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452415.5,10.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452415.6132,11.3,,,Vis.,MKE,,109,115N,SB1939,,,,V,,,,T UMI,,STD,,,,
2452416.4,11.1,,,Vis.,VFK,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452418.4,10.7,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452420.4,10.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452421.4,11.1,,,Vis.,VFK,,109,115,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452422.4403,10.7,,,Vis.,DPA,,10.4  10.7,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452425.4,10.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452426.372,10.3,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452426.4250,10.2,,,Vis.,DPA,,9.9  10.4,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452426.4319,10.6,,,Vis.,HHU,,10.4-10.9,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452427.4,10.8,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452427.7,11.3,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452428.4479,10.9,,,Vis.,MZS,,,,,602022245,,,V,,,,T UMI,MCSE,STD,,,,
2452428.4604,10.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452430.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452432.6847,10.6,,,Vis.,KMA,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452432.7167,10.1,,,Vis.,DLA,,99,104,SD1943,,,,V,,,,T UMI,,STD,,,,
2452432.8049,10.2,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2452436.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452438.3,11.5,,,Vis.,KOS,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452438.376,10.1,,,Vis.,DPV,,10.05,10.24,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452438.4097,10.2,,,Vis.,MZS,,,,,612022150,,,V,,,,T UMI,MCSE,STD,,,,
2452440.6993,10.5,,,Vis.,DLA,,104,109,SD1943,,,,V,,,,T UMI,,STD,,,,
2452440.7417,10.3,,,Vis.,MKE,,99,104,SB1939,,,,V,,,,T UMI,,STD,,,,
2452440.7472,10.3,,,Vis.,WEI,,103,104,SD1943,,,,V,,,,T UMI,,STD,,,,
2452442.4,10.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452442.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452442.4056,10.6,,,Vis.,DPA,,10.4  10.7,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452443.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452443.4215,10.3,,,Vis.,CPS,,9.9-10.4,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452443.433,10.3,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452443.4923,10.6,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452444.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452445.4271,10.1,,,Vis.,MZS,,,,,619022215,,,V,,,,T UMI,MCSE,STD,,,,
2452445.6403,10.5,,,Vis.,KMA,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452446.429,10.3,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452448.4,10.8,,,Vis.,VOL,,104,109,SB,,,,V,,,,T UMI,AFOEV,STD,,,,
2452448.428,10.2,,,Vis.,DPV,,10.05,10.24,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452450.4,10.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452451.383,10.1,,,Vis.,DPV,,10.05,10.24,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452451.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452453.4236,10.6,,,Vis.,VDL,,10.4,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452453.4250,10.5,,,Vis.,HHU,,10.4-10.9,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452455.3785,11.0,,,Vis.,MZS,,,,,629022105,,,V,,,,T UMI,MCSE,STD,,,,
2452455.4423,10.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452455.458,10.4,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452456.6667,10.3,,,Vis.,MKE,,99,104,SB1939,,,,V,,,,T UMI,,STD,,,,
2452457.494,10.3,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452457.7,10.8,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452457.7438,10.5,,,Vis.,ABB,,104,109,SD1943,,,,V,,,,T UMI,,STD,,,,
2452460.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452460.4631,10.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452460.6368,10.6,,,Vis.,KMA,,104,109,SD1943,,,,V,,,,T UMI,,STD,,,,
2452460.7403,11.1,,,Vis.,HED,,104,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452461.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452461.4167,10.8,,,Vis.,MZS,,,,,705022200,,,V,,,,T UMI,MCSE,STD,,,,
2452463.4125,10.5,,,Vis.,DPA,,10.4  10.7,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452464.4,10.3,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452464.4,10.5,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452464.5,11.5,,,Vis.,HCS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452465.382,10.3,,,Vis.,DPV,,10.24,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452465.4527,10.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452465.559,<9.2,,,Vis.,SUI,U,88,92,SB1939,,,,V,,,,T UMI,,STD,,,,
2452466.4,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452466.5,10.7,,,Vis.,CSM,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452466.5694,<10.4,,,Vis.,SUI,BU,92,104,SB1939,,,,V,,,,T UMI,,STD,,,,
2452467.4,10.8,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452467.4,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452467.5625,10.9,,,Vis.,SUI,BUV,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452467.6285,10.7,,,Vis.,WSV,,104,107,SB1939,,,,V,,,,T UMI,,STD,,,,
2452467.7083,10.4,,,Vis.,KMA,,99,104,SD1943,,,,V,,,,T UMI,,STD,,,,
2452468.8514,10.4,,,Vis.,MKE,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452471.4,11.1,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452471.4313,10.8,,,Vis.,HHU,,10.4-10.9,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452471.5486,10.6,,,Vis.,CPS,,10.4-10.7,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452475.4,10.8,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452475.6188,10.7,,,Vis.,KMA,,104,109,SD1943,,,,V,,,,T UMI,,STD,,,,
2452476.5,10.3,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452477.3972,10.8,,,Vis.,DPA,,10.7  10.9,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452477.4,10.2,,,Vis.,VFK,,99,104,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452482.4,11.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452482.415,10.4,,,Vis.,DPV,,10.22,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452482.5,10.6,,,Vis.,HCS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452483.3784,10.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452483.4,10.7,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452483.4021,11.2,,,Vis.,HHU,,10.9-11.5,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452484.438,10.4,,,Vis.,DPV,,10.22,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452484.5,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452485.4,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452485.4,10.7,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452485.4083,11.3,,,Vis.,CPS,,10.9-11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452486.512,10.4,,,Vis.,DPV,,10.22,10.49,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452487.6069,11.0,,,Vis.,KMA,,109,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452489.3875,11.0,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452489.5,11.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452489.7,10.6,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452489.8722,10.4,,,Vis.,MKE,,96,104,SB1939,,,,V,,,,T UMI,,STD,,,,
2452490.3,10.4,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452492.3785,11.2,,,Vis.,DPA,,10.9  11.5,,SB1939,,,,V,,,,T UMI,,STD,,,,
2452492.5,11.2,,,Vis.,HCS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452492.6,10.6,,,Vis.,VFK,,104,109,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452493.5875,8.3,,,Vis.,SUI,BH,81,85,SB1939,,,,T,,,,T UMI,,STD,,,,
2452496.5868,10.9,,,Vis.,KMA,,104,109,SB1939,,,,V,,,,T UMI,,STD,,,,
2452496.7708,11.2,,,Vis.,HED,,109,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452499.4,11.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452500.4049,10.8,,,Vis.,BOS,,104,109,SB1939,,,,V,,,,T UMI,KNVWS,STD,,,,
2452501.4,11.2,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452501.4028,11.1,,,Vis.,HHU,,10.9-11.5,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452503.4,11.6,,,Vis.,CJE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452504.438,10.6,,,Vis.,DPV,,10.49,10.77,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452504.4479,11.1,,,Vis.,MZS,,,,,817022245,,,V,,,,T UMI,MCSE,STD,,,,
2452505.3,11.2,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452514.309,10.6,,,Vis.,DPV,,10.49,10.77,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452516.26,11.5,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452517.32,11.5,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452517.5812,11.7,,,Vis.,WSV,V,115,121,SD1943,,,,V,,,,T UMI,,STD,,,,
2452517.5938,11.5,,,Vis.,KMA,,109,115,SB1939,,,,V,,,,T UMI,,STD,,,,
2452518.34,11.7,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452519.27,11.5,,,Vis.,MVR,K,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452519.3430,11.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452519.4,11.8,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452519.4,11.8,,,Vis.,VFK,,116,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452520.22,11.5,,,Vis.,MVR,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452520.3,11.8,,,Vis.,VFK,,116,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452520.3604,11.7,,,Vis.,DPA,,11.3  11.9,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452520.3785,11.2,,,Vis.,BOS,,109,112,SB1939,,,,V,,,,T UMI,KNVWS,STD,,,,
2452521.26,11.7,,,Vis.,MVR,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452521.6028,11.7,,,Vis.,MKE,,116,121,SD1943,,,,V,,,,T UMI,,STD,,,,
2452524.3965,11.7,,,Vis.,HHU,,11.5-12.1,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452525.3333,11.8,,,Vis.,POX,,116,,PE83,,,,V,,,,T UMI,,STD,,,,
2452525.5813,11.7,,,Vis.,KMA,,109,115,SD1943,,,,V,,,,T UMI,,STD,,,,
2452525.6,11.1,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452526.3,11.9,,,Vis.,VFK,,116,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452528.293,11.2,,,Vis.,DPV,,10.94,11.39,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452530.3,12.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452530.3556,11.7,,,Vis.,BOS,,115,121,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452530.365,11.8,,,Vis.,LTO,,11.5,,S/B/1939,,,,V,,,,T UMI,,STD,,,,
2452530.4,12.0,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452530.4,11.9,,,Vis.,VFK,,116,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452531.340,11.1,,,Vis.,DPV,,10.77,11.39,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452531.4313,11.9,,,Vis.,HHU,,11.6-12.6,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452533.5917,11.9,,,Vis.,MKE,,116,121,SD1943,,,,V,,,,T UMI,,STD,,,,
2452534.4,11.9,,,Vis.,VFK,,116,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452536.6000,12.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452537.3,12.0,,,Vis.,CJE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452541.3,12.2,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452541.3,11.9,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452542.3028,11.9,,,Vis.,BOS,,115,121,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452546.2938,11.8,,,Vis.,DPA,,11.3  11.9,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452546.5736,11.8,,,Vis.,KMA,,115,121,SD1943,,,,V,,,,T UMI,,STD,,,,
2452547.3,12.2,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452547.3083,12.0,,,Vis.,HHU,,11.6-12.1,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452547.4,12.1,,,Vis.,GGU,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452548.3,12.1,,,Vis.,VFK,,116,121,SD1943,,,,V,,,,T UMI,AFOEV,STD,,,,
2452548.5,11.4,,,Vis.,MZS,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2452548.8,<12.9,,,Vis.,HK,,,,,,,,T,,,,T UMI,,STD,,,,
2452549.257,11.5,,,Vis.,DPV,,11.39,11.74,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452552.3,12.2,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452552.3472,12.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452554.2917,12.2,,,Vis.,POX,,121,,PE83,,,,V,,,,T UMI,,STD,,,,
2452554.3076,12.4,,,Vis.,GGU,,121,126,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452554.4201,12.3,,,Vis.,HHU,,12.1-12.6,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452558.2979,12.5,,,Vis.,GGU,,121,126,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452558.3,12.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452558.6,12.7,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2452563.303,11.6,,,Vis.,DPV,,11.39,11.74,DPV2002,,,,Z,,,,T UMI,,STD,,,,
2452565.2,12.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452567.2500,12.2,,,Vis.,DPA,,11.5  12.6,,SE0383,,,,V,,,,T UMI,,STD,,,,
2452567.2520,12.4,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2452572.2,12.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452576.3,12.6,,,Vis.,CSM,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2452579.2,12.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2452583.5389,12.4,,,Vis.,TDB,,126,121,PE83,,,,V,,,,T UMI,,STD,,,,
2452590.2313,11.7,,,Vis.,SBX,,115,121,SD1943,,,,T,,,,T UMI,MCSE,STD,,,,
2452594.2306,12.9,,,Vis.,GGU,,126,129,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452602.5938,<11.6,,,Vis.,MKE,,116,,PE03/83,,,,V,,,,T UMI,,STD,,,,
2452603.2194,13.1,,,Vis.,GGU,B,129,136,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452617.2542,13.1,,,Vis.,GGU,,129,136,SD1943,,,,V,,,,T UMI,KNVWS,STD,,,,
2452617.3069,12.4,,,Vis.,HHU,,12.1-12.6,,SD1943,,,,V,,,,T UMI,,STD,,,,
2452618.247,12.3,,,Vis.,DPV,,12.10,12.5,DPV2002,,,,Z,,,,T UMI,,STD,,,,
